  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.0000000E+00  0.1000000E+01  0.0000000E+00  0.1426293E+01  0.7673517E+00  0.0000000E+00
  0.1900000E-01  0.0000000E+00 -0.6332990E-02  0.2286210E-05  0.9999397E+00  0.5204839E-02  0.1426164E+01  0.7672362E+00  0.8423556E-06
  0.2000000E-01  0.0000000E+00 -0.6666266E-02  0.2666507E-05  0.9999332E+00  0.5478777E-02  0.1426150E+01  0.7672237E+00  0.9824763E-06
  0.2100000E-01  0.0000000E+00 -0.6999536E-02  0.3086796E-05  0.9999264E+00  0.5752717E-02  0.1426135E+01  0.7672106E+00  0.1137332E-05
  0.2200000E-01  0.0000000E+00 -0.7332800E-02  0.3549076E-05  0.9999193E+00  0.6026655E-02  0.1426120E+01  0.7671970E+00  0.1307660E-05
  0.2300000E-01  0.0000000E+00 -0.7666057E-02  0.4055345E-05  0.9999118E+00  0.6300594E-02  0.1426104E+01  0.7671825E+00  0.1494195E-05
  0.2400000E-01  0.0000000E+00 -0.7999308E-02  0.4607602E-05  0.9999039E+00  0.6574533E-02  0.1426087E+01  0.7671674E+00  0.1697674E-05
  0.2500000E-01  0.0000000E+00 -0.8332551E-02  0.5207845E-05  0.9998958E+00  0.6848472E-02  0.1426070E+01  0.7671518E+00  0.1918834E-05
  0.2600000E-01  0.0000000E+00 -0.8665787E-02  0.5858072E-05  0.9998872E+00  0.7122410E-02  0.1426051E+01  0.7671354E+00  0.2158411E-05
  0.2700000E-01  0.0000000E+00 -0.8999015E-02  0.6560282E-05  0.9998784E+00  0.7396350E-02  0.1426033E+01  0.7671185E+00  0.2417141E-05
  0.2800000E-01  0.0000000E+00 -0.9332235E-02  0.7316472E-05  0.9998692E+00  0.7670288E-02  0.1426013E+01  0.7671009E+00  0.2695760E-05
  0.2900000E-01  0.0000000E+00 -0.9665446E-02  0.8128641E-05  0.9998598E+00  0.7944227E-02  0.1425993E+01  0.7670827E+00  0.2995004E-05
  0.3000000E-01  0.0000000E+00 -0.9998649E-02  0.8998785E-05  0.9998499E+00  0.8218166E-02  0.1425972E+01  0.7670638E+00  0.3315609E-05
  0.3100000E-01  0.0000000E+00 -0.1033184E-01  0.9928902E-05  0.9998397E+00  0.8492105E-02  0.1425950E+01  0.7670444E+00  0.3658311E-05
  0.3200000E-01  0.0000000E+00 -0.1066503E-01  0.1092099E-04  0.9998292E+00  0.8766044E-02  0.1425928E+01  0.7670243E+00  0.4023847E-05
  0.3300000E-01  0.0000000E+00 -0.1099820E-01  0.1197704E-04  0.9998184E+00  0.9039982E-02  0.1425904E+01  0.7670034E+00  0.4412950E-05
  0.3400000E-01  0.0000000E+00 -0.1133137E-01  0.1309906E-04  0.9998072E+00  0.9313921E-02  0.1425880E+01  0.7669820E+00  0.4826359E-05
  0.3500000E-01  0.0000000E+00 -0.1166452E-01  0.1428904E-04  0.9997957E+00  0.9587861E-02  0.1425856E+01  0.7669599E+00  0.5264808E-05
  0.3600000E-01  0.0000000E+00 -0.1199767E-01  0.1554898E-04  0.9997839E+00  0.9861800E-02  0.1425831E+01  0.7669373E+00  0.5729033E-05
  0.3700000E-01  0.0000000E+00 -0.1233080E-01  0.1688087E-04  0.9997718E+00  0.1013574E-01  0.1425804E+01  0.7669140E+00  0.6219767E-05
  0.3800000E-01  0.0000000E+00 -0.1266392E-01  0.1828671E-04  0.9997593E+00  0.1040968E-01  0.1425778E+01  0.7668900E+00  0.6737750E-05
  0.3900000E-01  0.0000000E+00 -0.1299703E-01  0.1976849E-04  0.9997464E+00  0.1068362E-01  0.1425750E+01  0.7668653E+00  0.7283714E-05
  0.4000000E-01  0.0000000E+00 -0.1333013E-01  0.2132821E-04  0.9997332E+00  0.1095755E-01  0.1425722E+01  0.7668400E+00  0.7858397E-05
  0.4100000E-01  0.0000000E+00 -0.1366322E-01  0.2296788E-04  0.9997197E+00  0.1123149E-01  0.1425693E+01  0.7668142E+00  0.8462531E-05
  0.4200000E-01  0.0000000E+00 -0.1399629E-01  0.2468947E-04  0.9997059E+00  0.1150543E-01  0.1425664E+01  0.7667878E+00  0.9096852E-05
  0.4300000E-01  0.0000000E+00 -0.1432936E-01  0.2649498E-04  0.9996918E+00  0.1177937E-01  0.1425633E+01  0.7667606E+00  0.9762096E-05
  0.4400000E-01  0.0000000E+00 -0.1466241E-01  0.2838642E-04  0.9996773E+00  0.1205331E-01  0.1425602E+01  0.7667328E+00  0.1045900E-04
  0.4500000E-01  0.0000000E+00 -0.1499544E-01  0.3036577E-04  0.9996625E+00  0.1232725E-01  0.1425571E+01  0.7667044E+00  0.1118829E-04
  0.4600000E-01  0.0000000E+00 -0.1532847E-01  0.3243504E-04  0.9996473E+00  0.1260119E-01  0.1425538E+01  0.7666752E+00  0.1195071E-04
  0.4700000E-01  0.0000000E+00 -0.1566148E-01  0.3459621E-04  0.9996318E+00  0.1287513E-01  0.1425505E+01  0.7666456E+00  0.1274700E-04
  0.4800000E-01  0.0000000E+00 -0.1599447E-01  0.3685126E-04  0.9996159E+00  0.1314907E-01  0.1425471E+01  0.7666151E+00  0.1357788E-04
  0.4900000E-01  0.0000000E+00 -0.1632745E-01  0.3920221E-04  0.9995998E+00  0.1342301E-01  0.1425437E+01  0.7665842E+00  0.1444408E-04
  0.5000000E-01  0.0000000E+00 -0.1666042E-01  0.4165104E-04  0.9995833E+00  0.1369694E-01  0.1425401E+01  0.7665527E+00  0.1534636E-04
  0.5100000E-01  0.0000000E+00 -0.1699337E-01  0.4419975E-04  0.9995665E+00  0.1397088E-01  0.1425365E+01  0.7665204E+00  0.1628543E-04
  0.5200000E-01  0.0000000E+00 -0.1732630E-01  0.4685032E-04  0.9995493E+00  0.1424482E-01  0.1425329E+01  0.7664875E+00  0.1726204E-04
  0.5300000E-01  0.0000000E+00 -0.1765922E-01  0.4960477E-04  0.9995318E+00  0.1451876E-01  0.1425291E+01  0.7664539E+00  0.1827691E-04
  0.5400000E-01  0.0000000E+00 -0.1799213E-01  0.5246504E-04  0.9995140E+00  0.1479270E-01  0.1425253E+01  0.7664196E+00  0.1933078E-04
  0.5500000E-01  0.0000000E+00 -0.1832501E-01  0.5543317E-04  0.9994958E+00  0.1506664E-01  0.1425214E+01  0.7663848E+00  0.2042439E-04
  0.5600000E-01  0.0000000E+00 -0.1865789E-01  0.5851113E-04  0.9994773E+00  0.1534058E-01  0.1425175E+01  0.7663494E+00  0.2155847E-04
  0.5700000E-01  0.0000000E+00 -0.1899074E-01  0.6170093E-04  0.9994585E+00  0.1561452E-01  0.1425134E+01  0.7663134E+00  0.2273375E-04
  0.5800000E-01  0.0000000E+00 -0.1932358E-01  0.6500452E-04  0.9994394E+00  0.1588845E-01  0.1425094E+01  0.7662767E+00  0.2395096E-04
  0.5900000E-01  0.0000000E+00 -0.1965640E-01  0.6842393E-04  0.9994199E+00  0.1616239E-01  0.1425052E+01  0.7662393E+00  0.2521085E-04
  0.6000000E-01  0.0000000E+00 -0.1998920E-01  0.7196112E-04  0.9994000E+00  0.1643633E-01  0.1425009E+01  0.7662013E+00  0.2651413E-04
  0.6100000E-01  0.0000000E+00 -0.2032198E-01  0.7561812E-04  0.9993799E+00  0.1671027E-01  0.1424966E+01  0.7661626E+00  0.2786155E-04
  0.6200000E-01  0.0000000E+00 -0.2065475E-01  0.7939687E-04  0.9993594E+00  0.1698421E-01  0.1424922E+01  0.7661234E+00  0.2925384E-04
  0.6300000E-01  0.0000000E+00 -0.2098750E-01  0.8329938E-04  0.9993386E+00  0.1725815E-01  0.1424878E+01  0.7660834E+00  0.3069172E-04
  0.6400000E-01  0.0000000E+00 -0.2132023E-01  0.8732765E-04  0.9993174E+00  0.1753209E-01  0.1424833E+01  0.7660429E+00  0.3217594E-04
  0.6500001E-01  0.0000000E+00 -0.2165294E-01  0.9148366E-04  0.9992959E+00  0.1780603E-01  0.1424787E+01  0.7660019E+00  0.3370722E-04
  0.6600000E-01  0.0000000E+00 -0.2198562E-01  0.9576938E-04  0.9992741E+00  0.1807996E-01  0.1424740E+01  0.7659600E+00  0.3528630E-04
  0.6700000E-01  0.0000000E+00 -0.2231829E-01  0.1001868E-03  0.9992520E+00  0.1835390E-01  0.1424693E+01  0.7659176E+00  0.3691391E-04
  0.6800000E-01  0.0000000E+00 -0.2265094E-01  0.1047380E-03  0.9992295E+00  0.1862784E-01  0.1424645E+01  0.7658744E+00  0.3859078E-04
  0.6900001E-01  0.0000000E+00 -0.2298357E-01  0.1094248E-03  0.9992067E+00  0.1890178E-01  0.1424596E+01  0.7658307E+00  0.4031765E-04
  0.7000000E-01  0.0000000E+00 -0.2331618E-01  0.1142493E-03  0.9991835E+00  0.1917572E-01  0.1424546E+01  0.7657864E+00  0.4209524E-04
  0.7100000E-01  0.0000000E+00 -0.2364877E-01  0.1192135E-03  0.9991601E+00  0.1944966E-01  0.1424496E+01  0.7657413E+00  0.4392429E-04
  0.7200000E-01  0.0000000E+00 -0.2398134E-01  0.1243193E-03  0.9991363E+00  0.1972360E-01  0.1424445E+01  0.7656958E+00  0.4580553E-04
  0.7300001E-01  0.0000000E+00 -0.2431388E-01  0.1295687E-03  0.9991121E+00  0.1999754E-01  0.1424394E+01  0.7656496E+00  0.4773969E-04
  0.7400000E-01  0.0000000E+00 -0.2464641E-01  0.1349637E-03  0.9990876E+00  0.2027148E-01  0.1424341E+01  0.7656027E+00  0.4972749E-04
  0.7500000E-01  0.0000000E+00 -0.2497891E-01  0.1405064E-03  0.9990628E+00  0.2054542E-01  0.1424288E+01  0.7655551E+00  0.5176968E-04
  0.7600001E-01  0.0000000E+00 -0.2531139E-01  0.1461986E-03  0.9990376E+00  0.2081935E-01  0.1424234E+01  0.7655069E+00  0.5386698E-04
  0.7700001E-01  0.0000000E+00 -0.2564384E-01  0.1520424E-03  0.9990122E+00  0.2109329E-01  0.1424180E+01  0.7654581E+00  0.5602012E-04
  0.7800000E-01  0.0000000E+00 -0.2597627E-01  0.1580397E-03  0.9989864E+00  0.2136723E-01  0.1424125E+01  0.7654087E+00  0.5822983E-04
  0.7900000E-01  0.0000000E+00 -0.2630868E-01  0.1641925E-03  0.9989603E+00  0.2164117E-01  0.1424069E+01  0.7653587E+00  0.6049686E-04
  0.8000001E-01  0.0000000E+00 -0.2664107E-01  0.1705029E-03  0.9989338E+00  0.2191511E-01  0.1424012E+01  0.7653080E+00  0.6282191E-04
  0.8100000E-01  0.0000000E+00 -0.2697343E-01  0.1769727E-03  0.9989070E+00  0.2218905E-01  0.1423955E+01  0.7652566E+00  0.6520572E-04
  0.8200000E-01  0.0000000E+00 -0.2730577E-01  0.1836040E-03  0.9988798E+00  0.2246299E-01  0.1423897E+01  0.7652045E+00  0.6764904E-04
  0.8300000E-01  0.0000000E+00 -0.2763809E-01  0.1903988E-03  0.9988523E+00  0.2273693E-01  0.1423838E+01  0.7651520E+00  0.7015257E-04
  0.8400001E-01  0.0000000E+00 -0.2797037E-01  0.1973590E-03  0.9988245E+00  0.2301087E-01  0.1423779E+01  0.7650987E+00  0.7271706E-04
  0.8500000E-01  0.0000000E+00 -0.2830264E-01  0.2044866E-03  0.9987964E+00  0.2328480E-01  0.1423719E+01  0.7650449E+00  0.7534323E-04
  0.8600000E-01  0.0000000E+00 -0.2863488E-01  0.2117836E-03  0.9987680E+00  0.2355874E-01  0.1423658E+01  0.7649904E+00  0.7803181E-04
  0.8700000E-01  0.0000000E+00 -0.2896709E-01  0.2192519E-03  0.9987392E+00  0.2383268E-01  0.1423596E+01  0.7649354E+00  0.8078353E-04
  0.8800001E-01  0.0000000E+00 -0.2929927E-01  0.2268936E-03  0.9987100E+00  0.2410662E-01  0.1423534E+01  0.7648795E+00  0.8359912E-04
  0.8900000E-01  0.0000000E+00 -0.2963143E-01  0.2347106E-03  0.9986805E+00  0.2438056E-01  0.1423471E+01  0.7648230E+00  0.8647929E-04
  0.9000000E-01  0.0000000E+00 -0.2996357E-01  0.2427049E-03  0.9986507E+00  0.2465450E-01  0.1423407E+01  0.7647660E+00  0.8942480E-04
  0.9100001E-01  0.0000000E+00 -0.3029567E-01  0.2508785E-03  0.9986206E+00  0.2492844E-01  0.1423343E+01  0.7647083E+00  0.9243637E-04
  0.9200001E-01  0.0000000E+00 -0.3062775E-01  0.2592333E-03  0.9985902E+00  0.2520238E-01  0.1423278E+01  0.7646500E+00  0.9551472E-04
  0.9300000E-01  0.0000000E+00 -0.3095981E-01  0.2677714E-03  0.9985594E+00  0.2547631E-01  0.1423212E+01  0.7645912E+00  0.9866056E-04
  0.9400000E-01  0.0000000E+00 -0.3129183E-01  0.2764946E-03  0.9985283E+00  0.2575026E-01  0.1423145E+01  0.7645316E+00  0.1018747E-03
  0.9500001E-01  0.0000000E+00 -0.3162382E-01  0.2854050E-03  0.9984968E+00  0.2602419E-01  0.1423078E+01  0.7644714E+00  0.1051577E-03
  0.9600000E-01  0.0000000E+00 -0.3195579E-01  0.2945046E-03  0.9984650E+00  0.2629813E-01  0.1423010E+01  0.7644104E+00  0.1085104E-03
  0.9700000E-01  0.0000000E+00 -0.3228773E-01  0.3037952E-03  0.9984329E+00  0.2657207E-01  0.1422941E+01  0.7643489E+00  0.1119336E-03
  0.9800000E-01  0.0000000E+00 -0.3261964E-01  0.3132790E-03  0.9984004E+00  0.2684601E-01  0.1422872E+01  0.7642868E+00  0.1154279E-03
  0.9900001E-01  0.0000000E+00 -0.3295152E-01  0.3229578E-03  0.9983677E+00  0.2711995E-01  0.1422802E+01  0.7642242E+00  0.1189941E-03
  0.1000000E+00  0.0000000E+00 -0.3328336E-01  0.3328337E-03  0.9983346E+00  0.2739389E-01  0.1422731E+01  0.7641608E+00  0.1226328E-03
  0.1010000E+00  0.0000000E+00 -0.3361519E-01  0.3429085E-03  0.9983011E+00  0.2766783E-01  0.1422660E+01  0.7640969E+00  0.1263449E-03
  0.1020000E+00  0.0000000E+00 -0.3394698E-01  0.3531844E-03  0.9982674E+00  0.2794177E-01  0.1422588E+01  0.7640322E+00  0.1301310E-03
  0.1030000E+00  0.0000000E+00 -0.3427874E-01  0.3636632E-03  0.9982332E+00  0.2821570E-01  0.1422515E+01  0.7639669E+00  0.1339920E-03
  0.1040000E+00  0.0000000E+00 -0.3461047E-01  0.3743468E-03  0.9981987E+00  0.2848964E-01  0.1422441E+01  0.7639008E+00  0.1379284E-03
  0.1050000E+00  0.0000000E+00 -0.3494217E-01  0.3852374E-03  0.9981640E+00  0.2876358E-01  0.1422367E+01  0.7638345E+00  0.1419410E-03
  0.1060000E+00  0.0000000E+00 -0.3527383E-01  0.3963368E-03  0.9981289E+00  0.2903752E-01  0.1422292E+01  0.7637672E+00  0.1460306E-03
  0.1070000E+00  0.0000000E+00 -0.3560546E-01  0.4076470E-03  0.9980935E+00  0.2931146E-01  0.1422216E+01  0.7636995E+00  0.1501978E-03
  0.1080000E+00  0.0000000E+00 -0.3593707E-01  0.4191700E-03  0.9980577E+00  0.2958540E-01  0.1422139E+01  0.7636312E+00  0.1544435E-03
  0.1090000E+00  0.0000000E+00 -0.3626864E-01  0.4309077E-03  0.9980216E+00  0.2985934E-01  0.1422062E+01  0.7635621E+00  0.1587683E-03
  0.1100000E+00  0.0000000E+00 -0.3660018E-01  0.4428622E-03  0.9979851E+00  0.3013328E-01  0.1421984E+01  0.7634923E+00  0.1631729E-03
  0.1110000E+00  0.0000000E+00 -0.3693168E-01  0.4550353E-03  0.9979483E+00  0.3040722E-01  0.1421906E+01  0.7634220E+00  0.1676581E-03
  0.1120000E+00  0.0000000E+00 -0.3726315E-01  0.4674290E-03  0.9979113E+00  0.3068115E-01  0.1421826E+01  0.7633510E+00  0.1722246E-03
  0.1130000E+00  0.0000000E+00 -0.3759459E-01  0.4800454E-03  0.9978738E+00  0.3095509E-01  0.1421746E+01  0.7632794E+00  0.1768731E-03
  0.1140000E+00  0.0000000E+00 -0.3792600E-01  0.4928863E-03  0.9978361E+00  0.3122903E-01  0.1421666E+01  0.7632073E+00  0.1816043E-03
  0.1150000E+00  0.0000000E+00 -0.3825737E-01  0.5059537E-03  0.9977980E+00  0.3150297E-01  0.1421584E+01  0.7631345E+00  0.1864190E-03
  0.1160000E+00  0.0000000E+00 -0.3858871E-01  0.5192496E-03  0.9977596E+00  0.3177691E-01  0.1421502E+01  0.7630610E+00  0.1913179E-03
  0.1170000E+00  0.0000000E+00 -0.3892001E-01  0.5327760E-03  0.9977208E+00  0.3205085E-01  0.1421420E+01  0.7629870E+00  0.1963017E-03
  0.1180000E+00  0.0000000E+00 -0.3925127E-01  0.5465348E-03  0.9976817E+00  0.3232479E-01  0.1421336E+01  0.7629122E+00  0.2013711E-03
  0.1190000E+00  0.0000000E+00 -0.3958250E-01  0.5605278E-03  0.9976423E+00  0.3259873E-01  0.1421252E+01  0.7628368E+00  0.2065269E-03
  0.1200000E+00  0.0000000E+00 -0.3991370E-01  0.5747573E-03  0.9976026E+00  0.3287267E-01  0.1421167E+01  0.7627608E+00  0.2117698E-03
  0.1210000E+00  0.0000000E+00 -0.4024486E-01  0.5892250E-03  0.9975625E+00  0.3314660E-01  0.1421081E+01  0.7626842E+00  0.2171004E-03
  0.1220000E+00  0.0000000E+00 -0.4057598E-01  0.6039330E-03  0.9975221E+00  0.3342054E-01  0.1420995E+01  0.7626070E+00  0.2225196E-03
  0.1230000E+00  0.0000000E+00 -0.4090707E-01  0.6188831E-03  0.9974813E+00  0.3369448E-01  0.1420908E+01  0.7625291E+00  0.2280279E-03
  0.1240000E+00  0.0000000E+00 -0.4123812E-01  0.6340774E-03  0.9974403E+00  0.3396842E-01  0.1420820E+01  0.7624506E+00  0.2336263E-03
  0.1250000E+00  0.0000000E+00 -0.4156913E-01  0.6495177E-03  0.9973989E+00  0.3424236E-01  0.1420731E+01  0.7623715E+00  0.2393153E-03
  0.1260000E+00  0.0000000E+00 -0.4190011E-01  0.6652061E-03  0.9973571E+00  0.3451630E-01  0.1420642E+01  0.7622917E+00  0.2450957E-03
  0.1270000E+00  0.0000000E+00 -0.4223105E-01  0.6811445E-03  0.9973151E+00  0.3479024E-01  0.1420552E+01  0.7622114E+00  0.2509682E-03
  0.1280000E+00  0.0000000E+00 -0.4256194E-01  0.6973350E-03  0.9972727E+00  0.3506418E-01  0.1420462E+01  0.7621304E+00  0.2569336E-03
  0.1290000E+00  0.0000000E+00 -0.4289281E-01  0.7137793E-03  0.9972300E+00  0.3533811E-01  0.1420371E+01  0.7620489E+00  0.2629925E-03
  0.1300000E+00  0.0000000E+00 -0.4322363E-01  0.7304795E-03  0.9971869E+00  0.3561205E-01  0.1420279E+01  0.7619665E+00  0.2691457E-03
  0.1310000E+00  0.0000000E+00 -0.4355441E-01  0.7474374E-03  0.9971435E+00  0.3588599E-01  0.1420186E+01  0.7618836E+00  0.2753939E-03
  0.1320000E+00  0.0000000E+00 -0.4388516E-01  0.7646551E-03  0.9970998E+00  0.3615993E-01  0.1420092E+01  0.7618002E+00  0.2817377E-03
  0.1330000E+00  0.0000000E+00 -0.4421587E-01  0.7821345E-03  0.9970558E+00  0.3643387E-01  0.1419998E+01  0.7617160E+00  0.2881780E-03
  0.1340000E+00  0.0000000E+00 -0.4454653E-01  0.7998776E-03  0.9970114E+00  0.3670781E-01  0.1419904E+01  0.7616314E+00  0.2947155E-03
  0.1350000E+00  0.0000000E+00 -0.4487716E-01  0.8178863E-03  0.9969667E+00  0.3698175E-01  0.1419808E+01  0.7615460E+00  0.3013508E-03
  0.1360000E+00  0.0000000E+00 -0.4520775E-01  0.8361625E-03  0.9969217E+00  0.3725569E-01  0.1419712E+01  0.7614599E+00  0.3080847E-03
  0.1370000E+00  0.0000000E+00 -0.4553829E-01  0.8547084E-03  0.9968763E+00  0.3752963E-01  0.1419615E+01  0.7613733E+00  0.3149179E-03
  0.1380000E+00  0.0000000E+00 -0.4586880E-01  0.8735255E-03  0.9968306E+00  0.3780357E-01  0.1419517E+01  0.7612860E+00  0.3218511E-03
  0.1390000E+00  0.0000000E+00 -0.4619926E-01  0.8926161E-03  0.9967846E+00  0.3807751E-01  0.1419419E+01  0.7611982E+00  0.3288850E-03
  0.1400000E+00  0.0000000E+00 -0.4652968E-01  0.9119817E-03  0.9967382E+00  0.3835144E-01  0.1419320E+01  0.7611096E+00  0.3360204E-03
  0.1410000E+00  0.0000000E+00 -0.4686006E-01  0.9316249E-03  0.9966915E+00  0.3862538E-01  0.1419220E+01  0.7610205E+00  0.3432579E-03
  0.1420000E+00  0.0000000E+00 -0.4719040E-01  0.9515473E-03  0.9966445E+00  0.3889932E-01  0.1419120E+01  0.7609308E+00  0.3505983E-03
  0.1430000E+00  0.0000000E+00 -0.4752069E-01  0.9717507E-03  0.9965971E+00  0.3917326E-01  0.1419019E+01  0.7608403E+00  0.3580423E-03
  0.1440000E+00  0.0000000E+00 -0.4785095E-01  0.9922374E-03  0.9965494E+00  0.3944720E-01  0.1418917E+01  0.7607493E+00  0.3655906E-03
  0.1450000E+00  0.0000000E+00 -0.4818116E-01  0.1013009E-02  0.9965014E+00  0.3972114E-01  0.1418814E+01  0.7606577E+00  0.3732439E-03
  0.1460000E+00  0.0000000E+00 -0.4851133E-01  0.1034068E-02  0.9964530E+00  0.3999508E-01  0.1418711E+01  0.7605653E+00  0.3810030E-03
  0.1470000E+00  0.0000000E+00 -0.4884145E-01  0.1055415E-02  0.9964044E+00  0.4026901E-01  0.1418607E+01  0.7604726E+00  0.3888684E-03
  0.1480000E+00  0.0000000E+00 -0.4917153E-01  0.1077053E-02  0.9963554E+00  0.4054295E-01  0.1418503E+01  0.7603792E+00  0.3968411E-03
  0.1490000E+00  0.0000000E+00 -0.4950156E-01  0.1098984E-02  0.9963061E+00  0.4081689E-01  0.1418397E+01  0.7602851E+00  0.4049216E-03
  0.1500000E+00  0.0000000E+00 -0.4983155E-01  0.1121210E-02  0.9962564E+00  0.4109083E-01  0.1418291E+01  0.7601901E+00  0.4131107E-03
  0.1510000E+00  0.0000000E+00 -0.5016150E-01  0.1143732E-02  0.9962063E+00  0.4136477E-01  0.1418184E+01  0.7600948E+00  0.4214091E-03
  0.1520000E+00  0.0000000E+00 -0.5049140E-01  0.1166553E-02  0.9961560E+00  0.4163871E-01  0.1418077E+01  0.7599988E+00  0.4298175E-03
  0.1530000E+00  0.0000000E+00 -0.5082126E-01  0.1189675E-02  0.9961054E+00  0.4191265E-01  0.1417969E+01  0.7599022E+00  0.4383366E-03
  0.1540000E+00  0.0000000E+00 -0.5115107E-01  0.1213099E-02  0.9960544E+00  0.4218659E-01  0.1417860E+01  0.7598050E+00  0.4469672E-03
  0.1550000E+00  0.0000000E+00 -0.5148083E-01  0.1236827E-02  0.9960031E+00  0.4246052E-01  0.1417750E+01  0.7597070E+00  0.4557099E-03
  0.1560000E+00  0.0000000E+00 -0.5181055E-01  0.1260862E-02  0.9959514E+00  0.4273446E-01  0.1417640E+01  0.7596086E+00  0.4645654E-03
  0.1570000E+00  0.0000000E+00 -0.5214022E-01  0.1285204E-02  0.9958994E+00  0.4300840E-01  0.1417529E+01  0.7595094E+00  0.4735345E-03
  0.1580000E+00  0.0000000E+00 -0.5246985E-01  0.1309857E-02  0.9958471E+00  0.4328234E-01  0.1417417E+01  0.7594097E+00  0.4826180E-03
  0.1590000E+00  0.0000000E+00 -0.5279943E-01  0.1334822E-02  0.9957945E+00  0.4355628E-01  0.1417305E+01  0.7593094E+00  0.4918163E-03
  0.1600000E+00  0.0000000E+00 -0.5312896E-01  0.1360102E-02  0.9957415E+00  0.4383022E-01  0.1417192E+01  0.7592086E+00  0.5011304E-03
  0.1610000E+00  0.0000000E+00 -0.5345844E-01  0.1385696E-02  0.9956883E+00  0.4410416E-01  0.1417078E+01  0.7591069E+00  0.5105609E-03
  0.1620000E+00  0.0000000E+00 -0.5378788E-01  0.1411609E-02  0.9956346E+00  0.4437809E-01  0.1416963E+01  0.7590046E+00  0.5201084E-03
  0.1630000E+00  0.0000000E+00 -0.5411726E-01  0.1437842E-02  0.9955807E+00  0.4465204E-01  0.1416848E+01  0.7589018E+00  0.5297738E-03
  0.1640000E+00  0.0000000E+00 -0.5444660E-01  0.1464396E-02  0.9955264E+00  0.4492598E-01  0.1416732E+01  0.7587984E+00  0.5395578E-03
  0.1650000E+00  0.0000000E+00 -0.5477589E-01  0.1491274E-02  0.9954718E+00  0.4519992E-01  0.1416616E+01  0.7586944E+00  0.5494609E-03
  0.1660000E+00  0.0000000E+00 -0.5510513E-01  0.1518477E-02  0.9954169E+00  0.4547385E-01  0.1416499E+01  0.7585897E+00  0.5594840E-03
